reviewId,userName,score,at,content,sentiment,content_eng
ec04cac9-341f-4a48-a305-c2d97fab5bca,2 - Rizky Fadhillah,4,2024-06-25 11:26:47,"Min, untuk mendaftar menjadi mitra opinia kan harus minimal 3 topik saja, tetapi ketika melihat form pendaftaran mitra opinia hanya terdapat topik politik, sastra, olahraga, ekonomi, dan hiburan, tidak ada topik tentang pendidikan, sosial, dan alam, itu bagaimana ya min? Apakah memang tidak boleh mengambil 3 topik itu?",Positive,min to register as an opinia partner you must have at least 3 topics but when you look at the opinia partner registration form there are only topics on politics literature sports economics and entertainment there are no_topics on education social and nature what should i do min is it really not_allowed to take those 3 topics
ffe19dd7-c988-47e8-94f7-9869c3d55195,FARICH BUGS,2,2024-06-24 11:38:14,Gk bisa verifikasi,Negative,can not_verify
b0a1304e-3c56-4438-9b01-f8706bc8b80a,Nida Aulia,3,2024-06-19 13:08:35,"Saya senang ada aplikasi seperti Opinia untuk orang-orang yang suka menulis dan mendapatkan cuan dari karyanya. Sayangnya, aplikasi ini masih banyak bug nya. Salah satu contohnya: -Ketika menulis, saya tidak bisa mengedit tulisan saya, seperti ingin memiringkan kata atau menebalkan kata. Saya berharap kedepannya aplikasi ini diperbaiki lagi. Jika sudah bagus, saya akan unduh lagi aplikasi ini. Untuk sementara saya hiatus dulu dari menulis di Opinia.",Positive,i am glad there is an application like opinia for people who like to write and earn money from their work unfortunately this application still has many bugs one example when writing i cannot_edit my writing such as wanting to italicize words or bold words i hope that in the future this application will be improved again if it is good i will download this application again for now i will take a break from writing on opinia
4aebb3f2-68f4-47df-b02c-04a7f1431afb,Nur Janah,5,2024-06-18 22:27:56,ini aplikasi keren banget 😍,Positive,this is a really cool app smiling_face_with_hearteyes
37fbc410-ee26-4869-b55c-0dd74f2ef17f,Samuel Kusuma,1,2024-06-01 11:09:07,Saat verifikasi gmail muncul pemberitahuan bahwa app ini mencurigakan,Negative,when verifying gmail a notification appears that this app is suspicious
2ab1b21e-0d00-45c8-be75-db3ac84527a9,Dyan Fitr,4,2024-05-30 16:14:13,Maaf kak tdi aku bikin artikel panjang tu kata katanya. Tpi kok pas di upload jadi dikit ya? Apakah ada masalah di sistemnya? Mohon untuk segera diperbaiki ya kak. Soalnya takut klo yang lain juga mengalami. Gk enak banget nulis 2 jam tiba-tiba pas di upload hilang.. Cuma sisa bagian awal doang. 🙂,Negative,sorry sis i wrote a long article earlier but why did it become a bit shorter when i uploaded it is there a problem with the system please fix it immediately sis because im afraid that others will experience the same thing its really unpleasant to write for 2 hours and then suddenly when i upload it it disappears only the first part is left slightly_smiling_face
f8e61742-f1fd-47e3-adf8-2c86faa3cb2b,Najma Adiba Orlin04,4,2024-05-05 18:37:47,"Saya kasih bintang 4 dulu. Kalau dibandingkan dengan fitur lama. Jauh lebih bagus dan lebih baik. Tapi dari sisi tampilan, lebih oke yang sekarang. Cuma ketika kita claim sekarang makin lama. Saya sudah bergabung dari 2022. Awalnya sangat bagus dan memuaskan, namun makin kesini susah claimnya. Dulu konfirmasi selama 3 hari, setelah update jadi 5 hari. Dan skrng sampe 2 bulan gak datang-datang. Heran sih🌚",Negative,i gave it 4 stars first compared to the old features much better and better but in terms of appearance the current one is better its just that when we claim it now it takes longer ive been a member since 2022 at first it was very good and satisfying but its getting harder to claim previously confirmation took 3 days after the update it took 5 days and now its been 2 months and it hasnt arrived its surprisingnew_moon_face
a9b0ed36-26ee-40c3-be51-5cbee58a5ae9,Zuraidah,5,2024-04-22 14:02:32,Nggak bisa masuk,Negative,can not_get in
1aa90558-a00d-4197-bf77-1c30a2bc73a1,Reyhana Amalia,3,2024-03-27 07:01:48,Parah. Tiap kali ngedit tulisan gak benar mulu. Teks yang disalin suka gak lengkap atau gak bisa di paste sama sekali. Susah banget ngedit di qplikasinya. Tolong di perbaiki ya!,Negative,critical every time i edit the writing doesnt turn out right the copied text may be incomplete or cannot_be pasted at all its really difficult to edit in the qapp please fix it
dcc13bc0-0c77-4aaa-9a33-6916043eef77,Kuching boelang,4,2024-03-15 16:44:12,Postingan jarang dapat view,Negative,posts rarely get views
3b3930df-45b1-4ba0-a232-2897ebf8e70b,Lanang Irawan,3,2024-03-14 12:50:00,Kenapa tulisan tidak terbaca dengan lengkap seperti di webnya?,Negative,why is the writing not_completely legible like on the website
d0212f90-632b-441e-89c3-9f171542fd50,Aeri Kim,3,2024-03-11 11:14:51,"mohon maaf saya beri bintang 3. kalo mau ngedit langsung di aplikasi suka belibet. banyak tombol di keyboard gak berfungsi ketika diterapkan di aplikasi, contoh ctrl+b, dll. mengatur spasi juga sering trouble dan ke double paragrafnya. gambar di unsplash sering tidak bisa muncul setelah 3x pencarian. masih sering ngebug juga, dan nutup sendiri padahal editan udah mau selesai 😭",Negative,sorry i gave 3 stars if you want to edit directly in the application its complicated many keys on the keyboard dont work when applied in the application for example ctrl  b etc setting the spacing is also often troublesome and double paragraphs images on unsplash often dont appear after 3 searches still often buggy and closes itself even though the editing is almost finished loudly_crying_face
0d330a26-91c8-4a83-8675-68e42598795c,Ridho Ahmad Pasya,1,2024-03-10 21:12:31,Log out sendiri dan harus daftar lagi,Negative,log out yourself and have to register again
d468c617-9f33-48c5-99e7-26fffe139358,Mam Sky,4,2024-03-07 23:47:57,"Sebenarnya untuk Opinia, mungkin kurang cocok untuk dimasukkan ke dalam kategori sosial media, lebih cocok ke buku & referensi, media & majalah, hiburan, atau gaya hidup. Penargetannya disini kurang tepat, sehingga masih banyak orang yang tidak mengetahui tentang aplikasi ini.",Positive,actually for opinia it might not_be suitable to be included in the social media category more suitable for books  references media  magazines entertainment or lifestyle the targeting here is not_quite right so there are still many people who do not_know about this application
5b787708-f5b0-4640-b815-be3383682be9,sitorus renzx,3,2024-02-24 13:23:32,Opinia tidak tersedia di AppStore ya?,Negative,opinion is not_available on appstore right
614d932b-df5c-4cf5-a162-8077b5308b9a,Mentari Sembiring,5,2024-02-13 13:55:59,"Lebih enak fitur yang lama. Yang baru gak seru, ribet kebanyakan iklan, polling cuma 2/hari, baca cuma 70/hari, petisi udah gak ada.",Positive,the old features are better the new ones are not_fun complicated too many ads only 2 pollsday only 70 readsday petitions are gone
88fc661d-4023-4bb2-9b0f-e72d10c6a0f8,Zuri Ati,3,2024-02-13 13:05:26,Sayang sekali setelah update makin ga nyaman pake aplikasinya dan juga banyak bug,Positive,its a shame that after the update the application is even less comfortable to use and there are also lots of bugs
593dc1ab-5245-4bba-9ed7-19cf68d7a26c,Achmad Aditya Avery,5,2024-02-13 09:01:49,"Ini gimana tiap buka balik ke play store terus, masih maintenance kah?",Negative,how come every time i open it i keep going back to the play store is it still under maintenance
a1986b9a-3199-4f56-9493-5829504852f8,Fatimah Jah (WD FATIMAH),5,2024-02-13 08:20:27,"Opinia is the best! Bagi kalian yang hobi membaca dan menulis, tunggu apa lagi? Ayo, unduh aplikasinya, bikin akun, lalu mulailah berkarya. 😉",Positive,opinion is the best for those of you who like to read and write what are you waiting for come on download the application create an account then start creating winking_face
7f8c4f64-6280-42f9-ba09-4c653c8711f2,Renti Sucianti,5,2024-02-13 08:14:28,Lumayan skrg,Positive,its pretty good now
5ae4d701-4361-4c41-8d09-894a9a86cb25,Riski Diannita,5,2024-02-13 06:03:07,Platform untuk membaca dan menulis yang meningkatkan literasi di Indonesia,Positive,a reading and writing platform that improves literacy in indonesia
a7c34c36-2e62-4710-b1e2-e93c356dbfe7,Uyu Nuraeni,5,2024-02-06 18:41:40,"Saya terhitung pengguna lama Opinia, makin betah makin semangat nulis dan membaca di Opinia. Biasanya di platform lain buat pembaca dapat poin tapi susah, tapi di Opinia pembaca dengan mudah dapat poin, sekarang bagi penulis juga disediakan Mitra Opinia supaya tulisan dikenal lebih luas lagi. Moga makin berkembang dan terus maju ke depannya untuk wadah literasi.",Positive,i am considered an old user of opinia the more comfortable i am the more enthusiastic i am to write and read on opinia usually on other platforms for readers to get points but it is difficult but on opinia readers can easily get points now for writers there is also an opinia partner so that their writing is known more widely hopefully it will continue to develop and continue to advance in the future as a literacy forum
998c98e1-598c-4ef3-967c-1c46543e6950,Tira Apitriani Maretha,5,2024-02-01 22:31:33,"Dear, Opinia Saat mau menambahkan hastag tertentu mohon untuk dipermudah ya !",Positive,dear opinion when you want to add a certain hashtag please make it easier
ba7d70ce-c36f-4ba1-92de-7c207b96e98b,Muhamad Nur Ridwan,2,2024-01-14 23:39:46,Di draft saya sudah menulis cerita original hampir 3000 karakter dan ketika dibuka HILANG! Ini yang kedua kalinya! INI KETERLALUAN,Negative,in my draft i have written an original story of almost 3000 characters and when i opened it it was gone this is the second time this is outrageous
1149eeca-0864-46e4-9b94-e4bac8158396,Hamzah Muttaqin,5,2024-01-07 21:36:40,Good👍👍👍👍👍,Positive,good great  great  great  great  great
7421ce4c-1e6b-4afd-a6da-5340f9645ed9,winarti inarida,3,2023-12-10 06:01:52,"Saya tidak mempermasalahkan tentang poin yang menjadi setengah, hanya saja beberapa postingan saya tidak mendapat poin meski jumlah karakter dan ketentuan lain telah memenuhi syarat. Dalam keterangan disebutkan bahwa setelah memenuhi jumlah karakter share mendapat poin 1, tetapi untuk inspirasi pun saya tidak dapat poin. Apakah ada ketentuan khusus lainnya yang tidak saya mengerti?",Positive,i dont mind about the points being halved its just that some of my posts dont get points even though the number of characters and other requirements have met the requirements the description states that after meeting the number of characters sharing gets 1 point but for inspiration i dont get any points either are there any other special requirements that i dont understand
5aa4c10a-3c36-4354-a988-e85afcd63b32,Ikhlas Ikhlas,4,2023-12-07 15:20:09,"Setelah pemakaian beberapa bulan, saya lumayan puas dengan apk-nya.",Positive,after using it for a few months i am quite satisfied with the apk
a2fb38d7-ac3c-4802-baa8-c08c04c141df,RM N,3,2023-12-07 12:26:29,Ngebug terusss anjir,Negative,keep hitting the figs
39bf19e3-b3c9-4011-a19c-cc5d26782663,Amaya Rahma,5,2023-11-03 17:55:05,"sudah setahun lebih menulis dan membaca di Opinia, makin nyaman dengan adanya Mitra Opinia. meski kendala ada di tiap update, tidak mengurangi semangat menulis di sini. semoga makin sukses ke depannya. Good luck, Opinia!",Positive,its been more than a year writing and reading in opinia more comfortable with the presence of opinia partners although there are obstacles in every update it does not_reduce the enthusiasm for writing here hopefully more successful in the future good luck opinia
9a857018-3d2c-4a21-beba-2cb858299c56,Robby Maulana,4,2023-10-18 14:31:13,Bagus,Positive,good
37ef5da4-7af1-49ab-a00d-9c8e89ca9076,Al Ex,1,2023-10-07 06:50:21,aplikasi bikin susah...suka keluar sendiri,Positive,the application is making things difficultit likes to exit by itself
f4a0b7e0-5b22-45c7-9b74-40263998cec2,Hari Kurniawan,1,2023-09-28 10:07:17,Baru mau daftar aja gabisa karena emailnya kepanjangan. Di aplikasi lain saya gapernah ngalamin kaya begini perasaan. Masa email gaboleh lebih dari 30 karakter. Annoying sekali,Negative,i just wanted to register but could not_because the email was too long ive never_experienced this feeling in other applications how can an email not_be more than 30 characters very annoying
7ff8f806-39b2-4ba3-84b3-4451b6f67b1c,Arip Musthopa,5,2023-09-19 20:59:25,"Opinia merupakan media sosial literasi kreasi anak bangsa yang sangat cocok untuk semua orang yang suka Berbagi Ide dan Cerita, suka berteman dan membangun jaringan. Bagi yang suka menulis, Opinia berupaya bisa diandalkan sebagai sumber income.",Positive,opinia is a social media literacy creation of the nations children that is very suitable for everyone who likes to share ideas and stories likes to make friends and build networks for those who like to write opinia strives to be reliable as a source of income
bdef7b3e-e975-4eda-8847-42dcd391087d,Swarna,4,2023-09-18 14:24:03,Baru beberapa hari update sekarang update lagi?,Negative,just a few days update now update again
66938875-4466-4f30-8595-22c7e2ba4db9,Semarang Swetara,1,2023-09-17 00:57:05,"Anyinglah baru daftar udah selesai daftar malah out mulu, dimasukin out lagi, gaje bat",Negative,its ridiculous just registered after finishing registration you keep getting logged out then you get logged out again its ridiculous
77371210-f583-457b-a161-1da93fb49a13,Satron bima,5,2023-09-14 11:09:10,"Tolong tambahkan fitur khusus agar tulisan para penulis aman dari copypaste, tujuannya untuk menghindari plagiator",Positive,please add a special feature to keep writers writing safe from copypaste the aim is to avoid plagiarism
89131860-4605-479d-bb11-480bf4ff7892,Araa,1,2023-08-21 19:50:23,Tampilan baru tapi masih ada bug.Aplikasi sering keluar sendiri,Negative,new look but still have bugs the application often exits by itself
9691a2bc-025c-42a8-8146-3cb2f14cb562,Siti Salmawati,1,2023-08-16 06:39:46,"Opinia setiap kali upgrade performanya makin buruk. Terakhir update 15 Agustus 2023 paling buruk. Ngk bisa edit tulisan kalau edit tambah hancur, niat tulisan mau simpan di draf malah tiba-tiba ke posting sendiri, lagi asyik nulis tulisannya double sendiri. Sungguh membagongkan Opinia. Lebih senang opinia di awal, ngk loading, ngk anehh dan ngk buruk. Bintang 1 dulu",Negative,opinia every time the performance is upgraded it gets worse the last update on august 15 2023 was the worst can not_edit the writing if you edit it it gets worse the intention of the writing is to save it in the draft but suddenly it posts itself when you are busy writing the writing doubles itself opinia is really annoying i prefer opinions at the beginning not_loading not_weird and not_bad 1 star first
aad3365d-9e5e-4fa7-a7af-87540ba3e879,Ning Okta,5,2023-08-15 16:08:44,Aplikasi yang ketjeh 👍 Penulis dan pembaca sama-sama dapat reward. Makin sukses Opinia.,Positive,a cool application great writers and readers both get rewards opinia is getting more successful
070e58a6-26ae-456c-8280-88ddf9bfd52c,Nurul Nur (Nurul),5,2023-08-15 08:36:40,Sangat baik sekali,Positive,very good indeed
52b2356d-f1e0-4bac-95b1-96480bbc9368,Ninuk Sudarmi,5,2023-08-13 15:32:48,"Bagus, but ditingkatin lagi untuk penyimpanannya di draft. Selebihnya okayy, baguss.",Positive,good but it needs to be improved further for storage in draft the rest is okay good
d2292387-adc8-4abc-89da-1f16711f3d5b,IgNas Yan,1,2023-08-09 08:48:36,"Permisi admin, ini saya udah klaim Pop Reward dari minggu lalu kok gak ada pesan pemberitahuan di email sih. Di menu pengaduan juga gak digubris saya punya keluhan. Saya jd makin khawatir dan gak semangat lagi menulis artikel. Tolong secepatnya ditindaklanjuti",Negative,excuse me admin i have claimed pop reward since last week but there is no_notification message in the email in the complaint menu i have a complaint that is also ignored i am getting more worried and no_longer enthusiastic about writing articles please follow up as soon as possible
110f53b2-c5be-4e5d-9ff4-244a4ffcf73d,Nana tan min lie,1,2023-07-29 21:02:21,The worst application...aplikasi yg sangat jelek g jelas bgt,Negative,the worst applicationa very bad application that is completely unclear
a8123aed-ea4a-4d96-a733-7acb445ab3d3,Nazhori Author,4,2023-07-27 18:41:40,Perlu perbaikan agar loadingnya lebih cepat,Positive,needs improvement to make loading faster
1403475d-3acc-411b-a89f-c8dfebce44f6,Sus Afandi,3,2023-07-22 22:11:25,"Aplikasi bisa menjadi idola tersendiri,sebab begitu tahu caranya masuk ternyata mendapat kemudahan.Tinggal proses selanjutnya sambil belajar memulis apapun tentang kehidupan semoga lancar dan lebih baik.Yang penting tetap semangat.Bravo opiniaku.",Positive,the application can be an idol in itself because once you know how to enter it turns out to be easy just the next process while learning to write anything about life hopefully it will go smoothly and better the important thing is to stay enthusiastic bravo my opinion
056a0c00-8025-4ce1-ad09-3e8024286866,Ahmad Wady Muhazzir,5,2023-07-22 12:35:32,Keren dan inovatif,Positive,cool and innovative
f9c6cd23-de63-446f-a8e2-9b77f0e2ebe7,Alan Giovanni,1,2023-07-19 11:44:00,Opinia error hingga tidak bisa digunakan sebagaimana mestinya... Harap diperbaiki lagi..,Negative,opinion error so it can not_be used properly please fix it again
2ceeee62-37e2-4e14-939c-b0fdbeee2653,Muhammad Rangga,1,2023-07-18 22:28:23,"Kenapa pas mau buka artikel atau puisi malah eror gak bisa dibuka... Ini gimana ya pihak apk, saya mohon perbaiki bug seperti ini, satu bintang dulu kalo udah normal saya kasih bintang lima",Positive,why is it that when i want to open an article or poem it gives an error and can not_be opened what should the apk do i beg you to fix bugs like this first one star if its back to normal ill give it five stars
2224f61a-303c-434f-92d5-439c56882fe4,Cece Sr,1,2023-07-18 08:36:41,"Sejak diupdate jd makin jengkelin, aku mau upload puisi gabisa², bahkan sekadar nyimpen jd draft aja gabisa. Mau ubah gaya tulisan jd bold italic sama aja bohong soalnya gabisa diklik jg, trus jumlah karakter tulisan kita tetep nol gak keitung, pdhl berkali² jg aku refresh trus logout-login apk tapi masih aja nihil. Ini gmn sih kok tambah payah gini?",Negative,since the update its getting more annoying i can not_upload poems even saving them as drafts can not_be done changing the writing style to bold italic is the same as lying because it can not_be clicked either and the number of characters we write remains zero even though ive refreshed and logged out and logged in to the app many times but its still zero whats wrong why is it getting so annoying
c8d7ffbc-4ec4-4c68-9ffa-f5cf3c824527,Komar Nur Muhammad,1,2023-07-10 11:17:37,"Ck, gak bisa. Daftar. Ini aplikasi jelek banget. Nyesel donload",Negative,tsk can not_register this is a really bad app regret downloading it
0c425061-1883-4c52-a0d3-edfd0b3b64e1,Alfita Ramadani,5,2023-07-02 22:24:59,Aplikasi terbaik untuk berekspresi,Positive,the best app for expressing yourself
b8173d24-56cb-426d-8008-89752bdde079,Nur Wahida Batalipu,5,2023-06-24 21:16:43,"Terfavorit, semoga ke depannya Opinia semakin stabil dan semakin jaya.",Positive,most favorite hopefully in the future opinia will be more stable and more successful
65824420-8001-423c-b607-8ef66547f1b6,Qayyum Naya,5,2023-06-24 05:22:17,Betul² opinia mantap 👍 semoga tetap jaya,Positive,really great opinion keep up the good work
9eff8621-e9c5-4501-8c19-0c96d97987c0,Muflih alfath99,3,2023-06-23 20:39:26,"Akan saya update kembali jika sudah membaik seperti semula. Semenjak update per tanggal 22 Juni 2023, apk tidak bisa digunakan, tiba-tiba logout sendiri. Apk pada dasarnya sangat bagus, mungkin jika boleh memberikan saran untuk popmerchatnya dibuat lebih banyak jenis rewardnya, sehingga para opinians memiliki banyak pilihan. Sekian, terima kasih.",Positive,i will update again if it has improved as before since the update on june 22 2023 the apk cannot_be used suddenly logging out by itself the apk is basically very good maybe if i may give a suggestion for popmerchat make more types of rewards so that the opinians have many choices thats all thank you
84ef54a9-d0bc-4be2-a37d-b774eb40c47e,CHOI RENNITA,4,2023-06-21 07:47:13,Sangat membantu untuk author baru memulai aktif dalam berkarya tulis sih wkwkwkw ... Semangat terus. Semoga selalu semakin bagus ke depannya,Positive,it is very helpful for new authors to start actively writing hahaha keep up the spirit hopefully it will always get better in the future
dcdb2549-fa2e-4990-8041-ac42e3499f37,Sri Yuniarti,5,2023-06-21 00:08:27,"Sejauh ini sangat nyaman dengan aplikasi Opinia karena banyak keuntungan di dalamnya dalam hal postingan positif dan menginspirasi, kemudian pop reward yang disediakan luar biasa. Saya sudah beberapa kali klaim popcash dan 6 buku walaupun prosesnya agak lama tapi nggak masalah. Terima kasih banyak Opinia. Semoga ke depannya semakin maju dan menjadi aplikasi nomor 1 anak bangsa.",Positive,so far it is very comfortable with the opinia application because there are many benefits in it in terms of positive and inspiring posts then the pop rewards provided are extraordinary i have claimed popcash and 6 books several times even though the process is a bit long but it doesnt matter thank you very much opinia hopefully in the future it will progress and become the number 1 application for the nations children
2e3886ee-5cf9-4b34-8b65-469ffe9189de,Sri Ismawaty,5,2023-06-13 16:56:38,"Kelamaan gak buka aplikasi ini, pas buka eh malah masih polosan kayak baru masuk. Kemana profil dan postingan saya yaa?",Negative,i havent opened this application for too long but when i open it its still plain as if i just entered it where are my profile and posts
504080db-b802-42a8-831a-a3d35fe007d7,Sherlyssa Erlin,2,2023-06-12 15:54:06,𝙋𝙖𝙧𝙖𝙝 𝙗𝙪𝙖𝙣𝙜𝙚𝙩 𝙤𝙥𝙞𝙣𝙞𝙖𝙣𝙮𝙖 𝙣𝙜𝙠 𝙗𝙨 𝙙𝙞𝙗𝙪𝙠𝙖𝙠,Negative,𝙋𝙖𝙧𝙖𝙝 𝙗𝙪𝙖𝙣𝙜𝙚𝙩 𝙤𝙥𝙞𝙣𝙞𝙖𝙣𝙮𝙖 𝙣𝙜𝙠 𝙗𝙨 𝙙𝙞𝙗𝙪𝙠𝙖𝙠
7500c4d5-f2f1-4224-9619-040492e584b7,Prase tiyo,5,2023-06-09 22:49:51,"Opinia adalah wadah literasi yang handal. Jika anda punya hobi tulis-menulis, memiliki Apk Opinia adalah jalan yang benar. Download sekarang. Popreward-nya sangat nyata bukan kaleng-kaleng.",Negative,opinia is a reliable literacy platform if you have a hobby of writing having apk opinia is the right way download it now the popreward is very real not_just any old thing
73c4f566-86b6-41b0-8eec-1c0271f43a0e,Anang Syaifudin,5,2023-06-09 21:02:41,Mudah digunakan dan banyak informasi yang bagus setiap harinya.,Positive,easy to use and lots of great information every day
564d7753-a00d-4e44-bd15-19520c8f7a33,Julhandi Wandi,5,2023-06-03 20:18:05,Terima kasih opinia,Positive,thank you for your opinion
d4993fa4-cc7c-4789-b863-1f9ee36a1a99,9B_10_Ariq Arsa Musthopa,5,2023-05-30 20:24:42,Aplikasinya sangat epik coy rill no fek-fek,Positive,the application is very epic man no_fakes
fb8224d4-0a89-4837-8851-d07eaac14b57,Siti Qomariyah,2,2023-05-23 01:34:08,"Perbarui aplikasi, justru acun dan poin yang lama hilng ..",Negative,update the application the old account and points are gone
b1d61797-e622-46b1-8a73-9752dddb377e,Akun PES,5,2023-05-18 18:41:05,"bagus aplikasi sosial media karya anak bangsa, semoga bisa menjadi aplikasi kebanggaan indonesia",Positive,good social media application created by the nations children hopefully it can become an application that indonesia is proud of
36ab7c2f-71b0-432a-979c-0852a9f4a2a6,irmanika kumalasari,5,2023-05-18 13:14:43,"Hanya mau kasih ide, bagaimana kalau sistem pembayaran di opinia bukan hanya memakai akun Bank melainkan melalui e walet seperti ovo, link aja, dana, dll. Makasih😊",Positive,just want to give an idea what if the payment system in opinia is not_only using a bank account but also through ewallet such as ovo link aja funds etc thankssmiling_face_with_smiling_eyes
b7a1654f-36f5-4961-ae26-08590ab630db,Rj. Naida,5,2023-04-30 00:50:13,"Kasih bintang 1 karena tidak bisa diakses sama sekali sejak melakukan update tanggal 16/04/2023. Sudah berulang kali uninstal-instal, tetap tidak ada perubahan. Bintang akan saya tambah jika kendala telah berhasil teratasi. Klarifikasi: Tertanggal 28/04/2023 aplikasi saya sudah membaik. Terima kasih untuk tim terkait yang tetap bekerja meski dalam diam. Good luck 🙏",Positive,give 1 star because it cannot_be accessed at all since the update on 04162023 i have uninstalled and reinstalled several times but there is still no_change i will add a star if the problem has been resolved clarification as of 04282023 my application has improved thank you to the related team who continue to work even though in silence good luck folded_hands
97c4c9db-f6a3-4f08-8d88-8aede4321c80,Puji Tuti,5,2023-04-19 12:49:19,Aplikasi yang sangat membantu untuk para penulis.,Positive,very helpful app for writers
3ddf3005-290b-4579-8040-869f078b81ba,Bang Her Official,5,2023-04-14 03:23:58,Kenapa lemot aplikasi nya yah,Negative,why is the application slow
71b5fe13-04ba-49c9-9198-484d3755051f,Sri dasri,4,2023-04-04 22:26:37,"Masih pemula hehe, aku kasih bintang 4 dulu nanti kalau aku sudah merasakan apa yang menurutku ok .aku akan tambahkan lagi 1 nya dan jadi 5 star .. sekarang aku masih baru mulai tadi siang dengan akun ku MN author (Sri) jangan lupa follownya ya",Positive,still a beginner hehe ill give it 4 stars first later when ive felt what i think is okay ill add another 1 and make it 5 stars now i just started this afternoon with my account mn author sri dont forget to follow me
834d5373-371e-44f8-9533-33bafd5d7270,Yosphina Lessy,5,2023-04-03 03:46:23,Kereen,Positive,cool
e235ede4-ac07-4d85-8531-871932634703,Dina Hanifiah,5,2023-03-31 07:32:21,"Sebenarnya aplikasinya cukup keren dengan tampilan barunya yang menarik, tapi ya gitu mau masuk masih harus loading lama, terus tiba-tiba keluar sendiri.",Positive,actually the application is quite cool with its attractive new appearance but if you want to enter you still have to load for a long time then suddenly it exits by itself
0e10c187-55cc-4661-bc66-af84a5e222e8,EMI FARIDA,5,2023-03-17 13:16:25,Keren sebagai tempat mengekspresikan diri yang positif,Positive,cool as a place to express yourself positively
27119230-30f7-4d70-977a-2fbc97d52036,Yuli Yuli,2,2023-03-16 12:51:15,"Gue kasih bintang 5 dah. Tapi perbaiki opinia gue😭 kagak bisa masuk, pas cek profil langsung keluar.",Negative,i gave it 5 stars but please correct my opinionloudly_crying_face i can not_log in when i check the profile it immediately goes out
0b448faf-5aa0-4b38-8536-dea24994e0e2,Putri Melati,5,2023-03-16 12:30:20,"Saya suka aplikasi ini karena bisa bebas menulis tanpa editor. Menampung beragam jenis tulisan seperti opini, cerpen, cerbung atau puisi. Penulis dan pembaca sama-sama membutuhkan, sehingga saling mendukung. Apalagi ada hadiah popcash yang bisa ditukar cuan maupun popmerchant yang bisa ditukar pulsa atau merchandise. Semoga Opinia semakin jaya! 👍👍👍🥀🌹💐",Positive,i like this application because you can write freely without an editor it accommodates various types of writing such as opinions short stories serials or poetry writers and readers both need each other so they support each other moreover there are popcash prizes that can be exchanged for money or popmerchant that can be exchanged for credit or merchandise hopefully opinia will be even more successful great great great wilted_flowerrosebouquet
afd90bf8-d8a7-42ef-b9ae-c103a60e5cd6,Tirta Wapas,4,2023-03-16 02:46:09,Terkadang masih lambat loading. Saat ini kesulitan upload foto dan posting lewat netbook. Jadi kalau pakai foto upload lewat hp. Ini yang paling mengganggu saat ini,Negative,sometimes its still slow to load currently having trouble uploading photos and posting via netbook so if you use photos upload them via cellphone this is the most annoying thing right now
101f5e59-07c1-4a02-bbf4-f1971bf7c820,Irah,5,2023-03-15 22:23:22,"Suka sekali dengan Opinia, semoga semakin lengkap fiturnya, dan sukses buat Opinia.",Positive,really like opinia hopefully the features will be more complete and success for opinia
